stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,5.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,1.07,0,0,0,0,0,0,0,0,0
21Day,5.35,0,0,6.69,0,2.68,0,0,0,0,0,0,1.34,0,2.68,21.42,0,2.68,24.09,4.02,0,0,0,0,29.45,4.02,0,0,1.34,1.34,1.34,0,0,0,2.68
3Month,0.64,3.84,17.28,40.95,0.32,0,2.88,0,0,26.24,7.04,0,61.11,5.12,0.96,554.15,0.96,8.64,53.11,7.04,0.96,0.32,1.6,2.24,0.96,0.32,1.92,0.32,0,3.2,3.2,0.64,2.24,2.24,17.6
22Month,0.55,36.63,13.12,30.61,0,0,2.19,0.55,1.09,14.76,18.59,6.01,213.2,2.73,4.37,463.56,0.55,9.29,55.76,38.27,0.55,6.01,4.92,1.64,0.55,0,2.19,2.19,0.55,1.64,1.64,0.55,18.59,0,27.88
