stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,216.58,0,0,0,0,40.86,228.84,4.09,0,0,32.69,0,0,0,0,0,12.26,0,0,0
72hpf,9.63,0,0,6.42,1.07,1.07,0,0,0,0,0,0,0,1.07,0,2.14,5.35,0,124.1,0,0,0,1.07,14.98,29.95,0,0,0,259.96,0,0,1.07,1.07,0,1.07,0,0,0
21Day,32.12,0,0,6.69,4.02,10.71,0,1.34,0,0,0,1.34,0,0,1.34,1.34,14.72,0,919.57,1.34,0,66.93,0,28.11,16.06,1.34,0,0,353.37,20.08,0,4.02,1.34,6.69,1.34,0,0,0
3Month,1.28,0.96,0.32,6.4,0.32,0,0,2.56,0.96,7.68,0.64,14.72,1.92,0,6.4,0.96,2.88,3.2,205.41,63.35,0,1.28,0.96,0.96,0,0.32,0.64,0,1.92,1.92,44.47,0.32,0,0,0,0.96,5.76,3.2
22Month,3.83,1.64,2.73,4.92,0,0,6.01,0.55,0.55,9.29,25.69,139.4,5.47,1.09,3.28,0.55,1.09,3.28,343.3,14.21,18.59,6.56,0.55,0,0,0,1.64,0.55,1.09,0.55,7.65,1.09,1.09,0,0,0,0.55,3.83
