stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,12.26,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,0,0,0,0,28.6,122.59,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,8.56,32.09,0,13.91,1.07,8.56,0,0,0,0,0,0,0,0,0,5.35,7.49,4.28,651.5,0,1.07,0,1.07,601.22,79.16,0,1.07,175.45,0,0,10.7,1.07,0,0,0,0
21Day,16.06,18.74,1.34,95.04,0,17.4,4.02,0,1.34,0,0,6.69,0,6.69,9.37,6.69,6.69,6.69,669.27,0,0,4.02,0,453.76,96.37,4.02,0,29.45,42.83,0,4.02,14.72,0,0,0,6.69
3Month,0,38.71,0.96,16.96,0,0,0,0,0.96,3.52,0,10.24,5.44,1.28,3.2,1.6,3.84,11.2,110.06,32.31,0,6.4,0.32,0.32,0,6.72,0,1.92,2.24,16.64,0.32,0,0,3.2,8.32,8.64
22Month,0.55,106.6,1.09,7.11,0.55,0,0,0.55,0,8.75,1.64,32.8,2.73,2.19,2.19,0.55,0.55,8.2,76.53,9.84,1.64,2.19,0,1.09,0,3.28,0,0,0.55,14.76,0,0,0,0.55,0,5.47
