stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,0,10.7,0,0,0,0,2.14,4.28,0,0,0,4.28,0,0,0,0,0,0,0,0,0
21Day,0,4.02,0,2.68,0,6.69,0,8.03,0,0,0,0,0,2.68,0,0,2.68,4.02,16.06,0,0,1.34,0,5.35,5.35,0,0,0,2.68,1.34,0,0,0,0,0,0,0,1.34
3Month,0.32,22.08,2.24,29.44,0.32,0,0.96,1.92,5.76,11.84,0,57.59,16.64,1.92,23.04,4.48,9.6,7.68,31.04,6.72,0,11.52,5.12,4.16,0.32,7.36,0.32,0,1.92,1.6,0.32,16.64,0.64,0,0.64,20.48,4.8,21.76
22Month,0,68.33,0.55,19.13,1.09,0,1.64,0.55,4.92,15.85,9.84,235.61,8.2,4.92,56.85,1.09,4.92,10.39,33.89,1.09,2.73,7.65,0,2.19,3.83,7.65,2.19,0.55,2.19,0.55,0,8.75,10.39,0.55,1.09,3.83,0,7.65
