stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,8.17,0,32.69,0,4.09,0,0,0,0,0,0,4.09,0,0,0,0,0,8.17,12.26,110.33,0,0,0,0,16.35,837.71,0,0,20.43,0,0,0,0,0,0,0,0,0,0
72hpf,13.91,4.28,0,24.61,6.42,39.58,0,1.07,0,0,0,0,0,1.07,0,6.42,0,10.7,28.88,0,108.05,0,0,3.21,1.07,580.9,331.64,0,0,84.51,1.07,0,0,47.07,12.84,1.07,7.49,0,0,0
21Day,16.06,4.02,1.34,40.16,2.68,13.39,0,1.34,0,0,0,0,0,1.34,0,12.05,0,6.69,10.71,13.39,91.02,0,0,12.05,0,129.84,66.93,0,0,22.76,2.68,0,6.69,14.72,0,4.02,0,0,0,1.34
3Month,0.32,3.84,0.32,33.91,0.32,0,0.64,1.92,0.32,2.88,2.56,0,0,24,5.12,2.88,6.08,1.28,12.8,9.28,24.32,4.8,0,4.8,1.6,5.76,0.96,0.96,1.92,1.6,1.6,0.32,87.35,0.64,0,0,0.32,7.36,2.24,3.84
22Month,0.55,6.01,0.55,13.67,0,0,0.55,2.73,0,0.55,6.01,6.01,0,74.35,4.37,5.47,6.01,1.09,1.09,10.93,13.12,0.55,2.19,6.01,0.55,8.2,0.55,1.09,3.28,1.09,1.09,0,49.75,1.64,0,0,0,0,0,2.73
