stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,20.43,0,0,0,0,0,0,0,8.17,0,0,0,0,4.09,8.17,8.17,53.12,0,0,0,0,8.17,445.42,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,7.49,4.28,12.84,2.14,5.35,0,0,0,0,0,0,0,0,1.07,0,17.12,29.95,2.14,23.54,0,1.07,1.07,1.07,606.57,150.84,0,0,33.16,0,0,35.3,3.21,2.14,0,0,0
21Day,6.69,0,42.83,0,5.35,0,0,0,0,0,0,1.34,0,22.76,1.34,1.34,6.69,0,34.8,0,0,2.68,0,163.3,38.82,0,2.68,6.69,12.05,0,8.03,5.35,0,0,0,9.37
3Month,0.32,0.32,28.16,0.32,0,0.32,0.32,0.64,2.24,0,0,10.88,3.84,2.24,1.92,1.28,5.76,3.84,6.72,0.64,0,1.6,0,0.64,0.64,0.64,2.24,0,0.96,3.2,0,0,0,0.96,1.92,19.52
22Month,0.55,0.55,6.56,0,0,1.09,0,0,5.47,4.37,0,72.16,3.83,9.29,2.19,0.55,2.19,7.65,7.65,0.55,0.55,0,0,1.09,0.55,0,8.2,0,0.55,2.73,0.55,0,0.55,0.55,0,8.75
