stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,98.07,4.09,0,0,0,0,0,0,0,0,0,0,20.43,0,0,36.78,0,0,0,0,4.09,40.86,0,0,0,12.26,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,42.79,3.21,0,0,0,0,0,0,0,0,0,0,19.26,78.09,0,5.35,0,5.35,2.14,2.14,11.77,5.35,0,0,0,5.35,1.07,0,0,0,0,0,0,0,0
21Day,1.34,0,0,294.48,1.34,9.37,0,2.68,0,0,0,6.69,0,0,5.35,5.35,168.66,1.34,10.71,0,0,5.35,0,10.71,4.02,2.68,1.34,0,9.37,9.37,2.68,2.68,2.68,1.34,0,0,0,0
3Month,0.96,0.96,0.32,139.5,0.32,0,1.28,0,13.76,2.88,0,117.1,3.52,0.64,24.96,11.2,92.47,1.6,16,1.92,0,6.08,14.72,0,0.32,0,0,0,0,4.48,34.55,0.64,0,0,0,4.16,3.84,4.16
22Month,1.09,1.64,13.67,156.34,0,0,2.19,0.55,33.35,6.01,2.73,235.61,2.19,1.64,72.16,3.83,37.17,7.11,20.23,0.55,2.73,5.47,1.64,0.55,0.55,0,1.64,17.49,2.19,0.55,37.17,0,2.19,0,0.55,1.09,0,1.09
