stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.07,0,0,0,0,0,4.09,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,17.12,2.14,8.56,0,0,0,0,0,0,0,0,0,0,5.35,696.43,2.14,8.56,0,0,0,384.06,31.02,20.33,1.07,0,9.63,0,2.14,2.14,40.65,34.23,0,0,0,0
21Day,5.35,0,0,82.99,0,14.72,0,4.02,0,0,9.37,0,0,0,18.74,0,4.02,144.56,12.05,16.06,1.34,8.03,0,259.68,6.69,4.02,0,0,9.37,5.35,6.69,2.68,172.67,471.16,0,0,0,8.03
3Month,0.32,1.92,1.6,264.92,0,0,0.32,0.32,0.32,1.28,4.16,0,13.12,4.8,6.4,5.12,6.72,7.04,33.91,3.84,0.32,0.96,1.6,175.97,0.32,32.31,0,0,0.96,1.92,41.91,0.96,2.24,0.64,0.64,1.92,6.4,7.36
22Month,0,5.47,1.64,49.2,0,0,0.55,3.83,0,1.09,19.13,1.64,36.63,12.03,27.33,5.47,1.09,2.73,61.77,7.65,1.09,1.09,0,97.3,0,42.09,0,1.09,0,1.09,70.52,2.19,237.79,0.55,0,0.55,0,6.01
