stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,49.04,49.04,0,0,0,0,0,0,0,0,0,0,0
72hpf,23.54,3.21,0,19.26,4.28,18.19,1.07,3.21,0,0,1.07,0,8.56,36.37,4.28,31.02,0,0,3687.57,279.22,1.07,1.07,32.09,1.07,0,14.98,4.28,6.42,2.14,0,0
21Day,9.37,1.34,6.69,32.12,6.69,28.11,2.68,2.68,5.35,2.68,13.39,5.35,8.03,13.39,6.69,36.14,0,1.34,1746.79,107.08,0,0,22.76,33.46,0,4.02,6.69,5.35,1.34,0,2.68
3Month,0,0,0,1.92,0,0,0,0,3.52,0.64,0,0.64,0,0.32,0.64,0,0,0.32,0.96,0,0,0,0,0.32,0.32,0,0,0,0,0,0.32
22Month,0.55,0.55,0,0,0,0,0,0.55,12.03,0,0,0.55,0,0,0,1.09,0.55,0.55,2.73,0.55,0,0,0.55,0,6.01,0,0,0,0,0.55,0
