stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,20.43,0,155.28,4.09,0,0,0,0,0,12.26,0,0,0,0,0,8.17,16.35,228.84,0,0,4.09,159.37,8552.84,0,0,16.35,0,0,0,0,0,4.09,0,0,0
72hpf,54.56,9.63,0,58.84,6.42,51.35,1.07,0,1.07,0,0,2.14,0,1.07,0,13.91,77.02,9.63,95.21,5.35,2.14,0,7386.91,1918.14,1.07,1.07,96.28,0,0,230.01,18.19,7.49,2.14,0,0,0
21Day,33.46,1.34,0,45.51,2.68,69.6,16.06,0,0,0,0,6.69,0,21.42,4.02,4.02,29.45,46.85,48.19,0,0,0,2039.92,1076.18,1.34,4.02,72.28,42.83,0,93.7,10.71,26.77,2.68,0,0,14.72
3Month,0,0,0.32,1.92,0,0,0,0.32,0,0,0,3.52,0,0,1.28,0.32,0.64,0.32,1.6,0,0,0.32,5.12,2.88,0.32,0,0,0,5.44,1.6,0,0,0,0.64,6.08,0.32
22Month,0,0,0,1.09,0,0,0,0,1.09,0.55,0,15.85,2.19,0.55,2.73,0,1.09,1.09,1.09,1.09,0,0,0,1.64,0,0.55,0,0.55,12.57,2.73,0,0,0,0,0,0.55
