stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,12.26,8.17,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,5.35,1.07,2.14,0,1.07,0,0,0,0,0,0,0,0,2.14,174.38,2.14,2.14,1.07,0,2.14,0,0,11.77,23.54,6.42,0,0,5.35,1.07,0,0,0,0,0,0,0
21Day,4.02,2.68,45.51,38.82,1.34,6.69,0,0,0,4.02,0,0,0,5.35,0,13.39,274.4,0,16.06,6.69,14.72,0,0,2.68,0,17.4,17.4,9.37,0,0,1.34,5.35,0,4.02,4.02,2.68,0,0,5.35
3Month,0.32,2.88,36.79,150.38,0,0,3.52,0.64,0.32,156.14,8.96,0,0,47.35,12.16,0.32,1283,3.52,8.32,6.72,15.04,4.48,0.32,3.2,2.88,8,2.24,32.95,1.28,0,0.32,7.36,24.32,0.64,0,0,3.84,6.4,7.04
22Month,0,0.55,32.8,31.16,0,0,1.09,0,0,43.19,6.01,1.09,0,44.28,2.73,0.55,1031.54,0,0.55,4.37,5.47,0,2.73,4.37,0,2.19,1.64,14.76,1.09,14.76,0.55,1.09,41.55,0.55,0,0,0.55,0,3.28
