stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,36.78,0,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,0,4.09,0,0,0,0,16.35,208.41,0,0,0,0,0,0,0,0,0,65.38,0,0,0
72hpf,36.37,21.4,0,26.74,75.96,17.12,0,0,1.07,0,0,0,2.14,0,12.84,69.54,9.63,102.7,0,2.14,2.14,1.07,5684.87,182.93,6.42,4.28,0,66.33,2.14,1.07,20.33,2236.93,816.25,21.4,0,0,0
21Day,18.74,4.02,2.68,50.86,52.2,45.51,6.69,1.34,1.34,0,4.02,2.68,5.35,4.02,1.34,22.76,9.37,84.33,0,0,2.68,1.34,439.04,36.14,2.68,10.71,0,21.42,30.79,2.68,6.69,2452.19,1491.13,4.02,0,0,12.05
3Month,0,2.88,0,2.56,4.48,0,0.32,0.96,0.64,0,2.88,0.96,0,0.96,0,1.6,0.64,3.2,0.64,0,0,0,3.2,0,2.24,0,0,2.24,0.64,33.59,0,13.76,0.96,0,0,1.6,0.96
22Month,0,0.55,0.55,1.64,3.83,0,0,1.09,7.11,1.09,19.13,1.09,1.64,1.64,0.55,1.09,3.83,3.83,1.09,1.64,0.55,0,1.64,0,6.01,0.55,2.73,0,0,20.23,2.73,870.82,0,0,0.55,0,0.55
