stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,20.43,12.26,0,0,0,0,4.09,49.04,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,1.07,0,0,0,0,0,0,0,0,0,1.07,0,3.21,5.35,2.14,7.49,0,1.07,0,0,31.02,28.88,0,0,7.49,1.07,1.07,4.28,0,0,0,0,0,0
21Day,8.03,1.34,0,28.11,2.68,2.68,0,1.34,1.34,0,0,0,0,1.34,9.37,0,2.68,12.05,2.68,14.72,0,0,2.68,0,14.72,14.72,0,0,2.68,1.34,0,4.02,2.68,2.68,1.34,0,0,1.34
3Month,0,0.64,0,9.92,0,0,0.32,0.64,2.24,2.24,0,0,6.4,6.08,1.6,2.88,1.92,4.16,3.52,1.28,0.64,0,1.92,0.64,0,0.32,0.32,0,0,0.64,6.08,0,0,0,0,0.96,4.8,5.76
22Month,0,0.55,1.09,4.37,0,0,0.55,0,0,6.01,0.55,0,15.31,2.19,0.55,2.19,0,1.09,3.28,2.19,0,0,0.55,0,0,0,0,2.19,0,0,1.09,0,0,0,0,0,0,1.64
