stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,16.35,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,1.07,0,4.28,1.07,10.7,0,0,0,0,0,0,0,5.35,8.56,2.14,13.91,0,1.07,1.07,1.07,1660.32,32.09,3.21,4.28,19.26,0,0,7.49,1.07,0,3.21,0,0
21Day,6.69,1.34,0,26.77,0,17.4,1.34,1.34,0,1.34,0,6.69,1.34,1.34,1.34,1.34,13.39,0,0,0,1.34,754.93,5.35,2.68,5.35,5.35,18.74,0,2.68,4.02,8.03,1.34,0,0
3Month,0,0,0,84.79,0,0,0.32,0,0,4.16,1.28,0,2.88,8.64,1.92,0.64,1.28,0.96,0.64,0,1.28,46.07,0.32,1.28,0.96,0,0.96,0.96,2.56,0,0,0.32,0.32,0.64
22Month,0,1.09,1.09,79.81,0.55,0,1.09,2.19,0.55,15.85,1.09,0,3.28,0.55,0,4.92,2.19,0,0.55,0.55,2.19,61.23,0.55,8.75,6.01,0,0.55,9.29,3.28,1.64,0,0,0,0.55
