stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6342.1,4.09,0,61.3,0,4.09,0,0,0,0,0,4.09,0,0,4.09,0,4.09,0,16.35,809.11,0,0,0,4.09,16.35,392.29,0,0,16.35,0,0,0,0,0,0,0,0
72hpf,2260.47,1.07,0,7.49,1.07,16.05,0,1.07,0,0,0,0,0,0,0,0,1.07,18.19,0,92,0,0,0,0,101.63,70.61,1.07,0,29.95,0,0,3.21,1.07,2.14,0,0,0
21Day,2319.68,0,0,32.12,2.68,24.09,0,2.68,0,1.34,0,0,6.69,0,14.72,6.69,2.68,14.72,4.02,135.19,0,0,25.43,0,40.16,33.46,1.34,1.34,16.06,38.82,0,6.69,4.02,9.37,0,0,4.02
3Month,6.4,0.32,0,5.12,0,0,0.32,0,1.28,1.28,0,0,9.92,1.92,0.32,2.56,1.28,1.6,1.92,3.84,0.96,0.32,1.28,0,0,0,0.32,0,0,0,6.4,0.32,0.64,0,0,0.64,1.28
22Month,1.64,0.55,0.55,5.47,0,0,0,1.09,0,2.19,1.64,0,36.63,1.09,1.09,3.83,0,0.55,2.73,3.83,0,3.83,0.55,0,1.09,0,0.55,0,0,0,1.09,0,0,0,0.55,0,0
