stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,4.09,0,0,0,0,0,0,306.48,478.11,4.09,0,0,0,0,4.09,24.52,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.56,1.07,0,36.37,2.14,3.21,0,1.07,0,0,7.49,0,0,0,1.07,0,9.63,733.88,397.96,6.42,0,0,0,1.07,35.3,20.33,2.14,0,12.84,1.07,0,2.14,0,1.07,0,0,0
21Day,2.68,0,0,101.73,0,5.35,0,4.02,0,0,17.4,0,0,0,16.06,0,6.69,121.81,319.91,2.68,0,0,1.34,0,5.35,13.39,0,0,2.68,4.02,0,2.68,1.34,4.02,0,0,10.71
3Month,0,0.96,0.64,21.44,0,0,0.32,0.32,0,1.28,21.12,0,13.12,32.31,0.64,3.84,0.96,3.84,261.4,2.56,0.64,0,1.6,1.28,0,0,0.64,0.96,0,0.96,12.8,0.32,0,0,0.64,3.52,11.84
22Month,0,3.28,1.64,27.88,0,0,4.92,0.55,0.55,5.47,225.22,3.28,47.01,12.57,3.83,6.01,2.19,3.28,968.13,7.11,0.55,1.64,2.73,0,0.55,0,1.64,3.83,0,1.09,14.21,1.64,0.55,0,0,0,8.2
