stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,8.17,0,0,0,0,0,49.04,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,6.42,0,0,0,0,0,0,0,0,0,0,1.07,0,0,4.28,1.07,4.28,0,0,1.07,0,66.33,37.44,0,1.07,5.35,0,0,0,3.21,1.07,0,0,0,0
21Day,6.69,0,0,16.06,0,4.02,0,8.03,0,0,1.34,0,1.34,0,6.69,2.68,1.34,9.37,2.68,16.06,0,0,1.34,0,40.16,13.39,0,1.34,6.69,1.34,0,0,2.68,0,0,0,0,1.34
3Month,0.32,2.56,0.64,32.95,0.32,0,0.32,0.32,0.32,2.24,3.84,0,19.52,9.28,0.64,6.08,1.92,11.84,3.84,8.64,0.32,0,1.92,2.88,0.64,0.64,0.96,0.32,0.64,1.6,0.32,23.36,0.32,0,0.32,0.96,1.92,6.72
22Month,0,6.01,2.73,15.85,2.19,0,0,0.55,0,0.55,7.65,3.83,57.95,8.2,3.83,8.75,1.09,2.19,9.29,8.2,0,2.73,1.64,0,1.64,0,1.64,1.64,1.09,0.55,0,4.92,4.37,0.55,0,0,0,1.09
