stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,44.95,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,13.91,2.14,0,10.7,0,2.14,1.07,0,1.07,0,0,0,0,5.35,27.81,4.28,21.4,0,0,1.07,0,1890.32,152.98,9.63,8.56,22.47,0,0,0,26.74,6.42,1.07,4.28,0,0,0
21Day,6.69,0,0,5.35,0,12.05,0,0,0,0,0,1.34,0,1.34,1.34,1.34,5.35,0,0,2.68,0,436.36,26.77,5.35,1.34,1.34,10.71,0,0,0,2.68,2.68,2.68,1.34,0,5.35
3Month,0,0.64,0.64,5.12,2.24,0,0.32,0.96,0.64,0,6.08,1.92,1.92,0.64,2.24,1.28,2.56,0.32,0,0.64,0.64,38.07,0.32,14.08,0.96,0,1.28,0.32,49.59,0.32,0,0.32,0,0.32,33.59,0.32
22Month,0,2.19,0.55,2.73,0,0,0,0,3.83,3.28,19.68,0.55,1.64,0,0.55,2.19,5.47,0,0.55,0.55,0,50.84,0.55,25.69,2.19,0,0,0,12.57,1.64,0,0,0,0,0,0
