stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,28.6,0,0,0,0,20.43,24.52,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,5.35,3.21,0,1.07,4.28,0,0,0,0,0,0,0,0,0,1.07,1.07,5.35,17.12,0,0,0,0,14.98,6.42,0,4.28,39.58,0,0,2.14,0,0,0,0,0,0
21Day,9.37,0,2.68,0,2.68,0,0,0,0,0,1.34,1.34,8.03,8.03,0,1.34,9.37,30.79,0,0,1.34,0,8.03,1.34,0,1.34,14.72,2.68,0,0,0,1.34,1.34,0,0,1.34
3Month,0,3.2,6.72,0.32,0,0,0.32,1.28,7.36,0,47.03,10.24,0.32,56.31,0.96,2.24,15.04,11.52,1.92,0,0.64,2.56,0.32,0,0.96,1.6,1.28,0.96,9.28,0,0.32,0,0,9.6,8.96,1.6
22Month,0.55,2.19,3.83,0,0,1.09,0.55,1.64,4.37,3.28,78.72,6.01,0,36.08,0,0,15.85,4.37,0,4.37,0.55,0,0,0,0,2.19,1.09,1.09,2.73,0,0.55,0,0,0.55,0,2.19
