stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,0,204.32,0,0,0,0,0,0,0,0,0,0,4.09,12.26,4.09,0,0,0,0,69.47,0,0,0,0,0,0,0,0,0,0,0
72hpf,11.77,3.21,0,33.16,2.14,3237.19,0,3.21,0,0,0,0,0,0,0,1.07,28.88,5.35,9.63,3.21,0,0,80.23,22.47,2.14,0,14.98,0,0,7.49,0,2.14,0,0,0
21Day,16.06,2.68,0,33.46,1.34,5263.11,0,246.29,1.34,1.34,0,2.68,8.03,16.06,10.71,5.35,26.77,32.12,45.51,0,12.05,0,69.6,26.77,0,5.35,16.06,91.02,0,6.69,12.05,41.49,1.34,0,13.39
3Month,0.32,1.6,0,6.72,0.32,0,37.43,1.92,0.64,1.6,0,53.11,2.56,0,10.24,0.96,1.92,3.52,1.6,0,1.28,3.52,0.64,0,0.96,0.96,0,3.2,12.8,0,0,0,0,20.48,1.28
22Month,0,2.73,0.55,4.37,0,0,41.55,0,0.55,2.73,0.55,13.67,3.28,1.09,1.09,0.55,1.09,6.01,3.83,0,3.28,0,0,0,0,1.09,1.64,0.55,26.24,0,0,0,0,0,2.73
