stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,32.69,0,0,16.35,4.09,0,0,0,0,0,0,20.43,0,0,0,0,0,4.09,16.35,8.17,0,0,0,0,4168.13,237.01,0,0,0,0,0,0,0,0,686.52,0,0,0
72hpf,27.81,11.77,0,14.98,5.35,37.44,1.07,0,0,0,0,0,0,0,1.07,0,9.63,57.77,2.14,58.84,0,1.07,1.07,0,3667.24,144.42,1.07,4.28,68.47,0,0,17.12,0,0,1358.63,0,0,0
21Day,6.69,1.34,1.34,10.71,1.34,10.71,6.69,0,0,0,1.34,0,2.68,0,2.68,1.34,1.34,9.37,0,10.71,0,0,2.68,0,298.49,10.71,0,0,6.69,13.39,0,1.34,1.34,5.35,163.3,1.34,0,1.34
3Month,0,0.64,4.16,4.16,0,0,0,0.32,1.92,1.28,0,0,5.12,2.88,0,1.92,0.96,2.88,6.72,3.2,0.96,0,1.92,0.64,31.99,0,0.64,1.6,0.32,0.32,8,0,0,0,34.55,0.64,0.32,0.96
22Month,0.55,0,1.09,1.09,0,0,0,0,0,1.64,0,0,21.87,1.09,0.55,3.83,0,0.55,1.64,4.37,0,2.19,0.55,0,8.75,0,0.55,11.48,0,0.55,20.77,0,0,0,1.09,0,0,0
