stage,Erythrocyte,Keratinocyte,Neural_cell,Neural_progenitor_cell,Osteoblast,Radial_glia
72hpf,1.07,3.21,7.49,16.05,1.07,4.28
21Day,0,0,0,5.35,0,1.34
