stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,44.95,331,0,138.94,4.09,0,0,4.09,0,0,0,0,4.09,4.09,0,0,0,4.09,32.69,347.34,138.94,0,0,0,12.26,93.99,719.21,0,0,0,28.6,0,0,0,0,0,0,4.09,0,0,0
72hpf,16.05,146.56,0,86.65,18.19,21.4,0,6.42,0,0,7.49,0,0,0,0,8.56,0,43.86,157.26,40.65,113.4,0,2.14,4.28,22.47,62.05,87.72,1.07,4.28,0,89.86,3.21,0,2.14,36.37,0,0,5.35,0,0,0
21Day,33.46,56.22,21.42,178.02,5.35,49.53,0,38.82,0,4.02,17.4,0,0,5.35,10.71,95.04,8.03,17.4,74.96,78.97,171.33,0,0,30.79,4.02,29.45,62.91,4.02,6.69,0,53.54,13.39,0,9.37,9.37,5.35,5.35,4.02,0,0,52.2
3Month,1.6,116.78,65.91,689.17,5.12,0,7.68,12.48,2.24,220.13,220.77,1.28,0,291.15,179.81,22.08,143.34,32.31,210.53,242.52,161.89,24.96,0.64,34.55,270.36,12.8,4.16,17.28,9.6,0,5.12,21.44,0.32,377.22,9.28,0.32,0,1.92,50.23,47.35,149.1
22Month,1.09,103.86,37.72,188.05,4.37,0,7.65,9.84,0.55,80.9,364.62,28.97,0,428.58,113.7,44.28,161.26,8.2,45.37,240.53,127.37,3.83,10.39,19.68,11.48,5.47,2.19,17.49,8.2,2.73,2.73,4.92,0,78.17,17.49,2.19,0,1.64,6.01,0,59.59
