stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,2.14,8.56,1.07,4.28,0,0,0,0,0,0,0,0,0,9.63,0,9.63,0,0,0,502.8,25.67,1.07,6.42,10.7,1.07,0,5.35,0,1.07,0,0,0
21Day,0,0,24.09,0,4.02,2.68,0,2.68,0,0,0,0,1.34,0,6.69,1.34,13.39,0,0,1.34,175.35,8.03,1.34,33.46,2.68,2.68,0,0,2.68,0,0,0,2.68
3Month,0,0,3.2,0,0,0,0.64,0.64,0,3.2,1.6,0,0.64,1.92,5.12,0.32,1.92,0.96,0,0.32,26.24,0.64,2.24,169.25,0,0.32,0.96,0,0,0,0.64,0.32,0.32
22Month,0,1.09,1.64,0,0,0,0,1.64,0.55,10.39,0,0.55,1.64,2.19,2.73,2.73,1.64,0,0.55,0,12.57,0.55,7.65,329.09,0,0.55,0,0.55,0,0,0,0,1.09
