stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,8.17,0,0,0,0,8.17,36.78,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,1.07,0,19.26,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,3.21,0,0,0,0,43.86,10.7,8.56,0,0,2.14,0,0,1.07,0,1.07,0,0,0
21Day,6.69,0,1.34,176.69,1.34,6.69,0,8.03,0,0,0,0,0,2.68,2.68,1.34,5.35,6.69,14.72,0,0,2.68,0,16.06,56.22,188.73,0,0,8.03,5.35,0,1.34,1.34,4.02,0,0,0
3Month,7.68,6.08,8,560.23,0.32,0,0.64,0.96,51.51,27.2,0,144.3,102.7,1.92,46.39,24.64,86.07,13.76,65.91,3.2,0.64,9.92,3.84,20.8,9.6,1697.33,1.28,0,2.24,31.04,0.64,59.83,0.32,0,51.51,92.79,32.95
22Month,1.09,8.2,5.47,230.69,1.09,0,21.87,0.55,22.96,25.69,69.97,245.45,9.29,6.01,50.29,5.47,12.03,8.75,38.27,2.19,14.21,9.84,1.09,11.48,4.37,2148.9,8.2,5.47,0.55,13.67,0,9.29,31.16,0.55,2.19,0,10.39
