stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,16.35,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,6.42,1.07,0,0,0,0,0,0,1.07,0,0,0,0,64.19,1.07,5.35,0,0,0,269.59,7.49,2.14,7.49,0,0,1.07,141.21,68.47,1.07,0,0,0
21Day,5.35,1.34,0,12.05,0,6.69,0,0,0,0,0,0,0,2.68,1.34,0,32.12,5.35,10.71,0,1.34,0,24.09,6.69,0,1.34,4.02,2.68,1.34,104.41,240.94,0,0,0,0
3Month,0,0,0.32,6.72,0,0,0,2.56,2.56,0,0,8.32,0.64,0,1.6,0.64,8,31.36,1.92,0,4.8,0.32,8.32,0,0.64,0.32,1.28,70.07,0.64,0.64,0.32,0,0.64,79.99,0.64
22Month,0,1.64,0,3.83,0,0,0.55,4.92,3.83,3.83,0,72.71,0.55,0,3.28,0,8.2,6.01,1.64,1.64,1.64,0,9.29,0,2.19,0,0.55,23.51,0.55,116.44,0.55,0,0,0,0.55
