stage,Epithelial_cell,Keratinocyte,Neural_cell,Neural_progenitor_cell,Osteoblast
24hpf,0,4.09,0,4.09,0
72hpf,0,0,2.14,1.07,1.07
21Day,2.68,1.34,0,1.34,0
