stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,16.35,0,4.09,8.17,0,0,0,20.43,0,85.81,8.17,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,4.28,1.07,1.07,0,0,0,0,0,0,0,0,0,1.07,4.28,0,1.07,0,0,0,1.07,16.05,8.56,2.14,0,2.14,0,0,12.84,0,0,0,0
21Day,1.34,0,0,17.4,8.03,0,0,0,0,0,0,1.34,0,6.69,1.34,0,5.35,5.35,0,0,0,0,0,8.03,5.35,1.34,1.34,0,1.34,0,2.68,0,0,0,2.68
3Month,0,1.28,0,29.44,0.32,0,0.64,0.96,2.24,5.76,0.32,30.08,4.8,0.96,13.12,5.44,4.16,11.52,2.88,1.28,0,1.92,1.92,1.6,0,1.6,0,0.64,2.56,5.44,1.28,0.32,0.96,612.7,3.84
22Month,0,0.55,1.09,7.65,0,0,0.55,1.09,0.55,2.73,0,13.12,0.55,0,2.73,0.55,1.09,15.31,0,0,0.55,0,0,1.09,0,0,0,0,0,0.55,0.55,0.55,0,5.47,1.09
