stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.21,1.07,2.14,0,0,0,0,0,0,0,0,0,0,4.28,10.7,1.07,1.07,0,0,0,0,29.95,9.63,0,0,0,1.07,1.07,0,2.14,0,1.07,0,0,0
21Day,0,0,0,24.09,1.34,4.02,0,1.34,0,1.34,0,0,1.34,1.34,4.02,2.68,4.02,4.02,1.34,6.69,0,0,4.02,0,14.72,4.02,0,1.34,0,8.03,5.35,0,1.34,2.68,4.02,0,0,5.35
3Month,0.32,0.96,0.64,26.24,0.32,0,0.64,0.32,0.32,11.2,7.68,0,28.8,15.36,0.96,6.72,3.2,5.44,6.08,5.12,0.64,0,4.16,1.28,0.64,0.32,1.92,3.2,0,0,0.96,9.92,0.32,0,0,5.12,12.8,9.6
22Month,0,1.09,0.55,10.39,0,0,0,0.55,0,4.92,9.84,4.92,88.01,6.56,0,9.84,1.09,2.19,9.29,4.92,0,2.73,1.64,0.55,1.64,0,1.09,1.64,0.55,0,0.55,3.28,1.09,1.64,0,0.55,0,1.64
