stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,40.86,32.69,0,151.2,4.09,0,0,0,0,0,4.09,0,0,0,53.12,20.43,8.17,159.37,0,0,0,0,40.86,3563.34,28.6,0,0,12.26,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,1.07,0,0,0,0,0,0,0,0,0,0,18.19,2.14,0,6.42,0,0,0,1.07,6.42,13.91,2.14,0,0,2.14,0,0,7.49,0,0,0,0,0,0
21Day,1.34,2.68,30.79,14.72,2.68,0,0,8.03,0,0,1.34,0,1.34,13.39,0,0,1.34,2.68,0,0,0,0,6.69,2.68,9.37,0,0,2.68,1.34,4.02,1.34,1.34,0,0,0,0,0
3Month,0,9.28,156.78,152.94,0,2.56,0,254.68,8.32,0,54.71,11.84,0.32,854.9,2.24,8.96,9.6,9.28,3.52,0,4.48,2.88,1.6,0,54.39,0.32,0,0,8,23.68,0.96,0,0.32,0.32,1.28,30.72,9.6
22Month,0,52.48,90.74,77.62,0,2.19,0.55,185.32,6.56,3.28,73.25,2.73,0,755.48,1.64,4.37,8.2,12.57,0,4.37,3.83,0,0.55,0.55,48.11,2.19,1.09,0.55,0.55,51.93,0,0,0,0,0,0,2.19
