stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,114.42,0,0,0,4.09,0,0,0,0,0,0,0,0,4.09,147.11,0,16.35,0,0,0,0,4.09,151.2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,66.33,2.14,2.14,0,0,0,0,0,0,0,0,0,0,22.47,204.33,0,33.16,0,4.28,0,0,29.95,26.74,0,0,0,17.12,0,1.07,1.07,0,5.35,0,0,0
21Day,1.34,1.34,9.37,348.02,1.34,6.69,0,4.02,0,4.02,0,0,8.03,1.34,1.34,22.76,17.4,136.53,5.35,32.12,0,0,6.69,0,17.4,14.72,2.68,1.34,0,9.37,13.39,4.02,6.69,1.34,1.34,0,0,1.34
3Month,0.96,22.72,16.96,308.43,0,0,4.16,0.32,0.32,196.13,10.24,0,286.03,10.88,0.32,548.39,8,108.14,10.24,24.64,6.4,0.64,13.44,2.56,2.88,0.32,27.2,1.28,0,0.64,9.28,135.98,0.32,0,0.64,6.4,18.88,5.76
22Month,1.09,19.68,44.28,186.41,0,0,4.37,0,0.55,94.02,8.2,10.93,499.64,4.37,0.55,610.07,4.37,36.63,9.29,43.19,0,9.84,15.85,0.55,2.73,0.55,34.44,1.64,3.28,0,1.09,41.55,1.64,0,2.73,0,0,2.73
