stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,49.04,36.78,0,102.16,4.09,8.17,0,0,0,0,0,0,4.09,0,0,0,0,4.09,8.17,8.17,343.26,0,0,0,0,130.76,5810.87,0,8.17,0,0,0,0,0,65.38,0,0,0
72hpf,62.05,75.96,0,14.98,2.14,23.54,0,1.07,0,0,0,0,0,2.14,0,2.14,0,10.7,24.61,1.07,332.71,0,1.07,8.56,0,265.31,1036.63,53.49,249.26,0,1.07,449.31,6.42,1.07,179.72,0,0,0
21Day,10.71,18.74,1.34,17.4,5.35,9.37,0,0,0,0,1.34,0,0,2.68,0,1.34,1.34,0,12.05,6.69,137.87,0,0,34.8,0,100.39,244.95,61.57,25.43,18.74,2.68,97.71,6.69,4.02,42.83,0,0,0
3Month,0,3.2,0,3.84,0.64,0,0,0.32,0,1.28,0.64,0,0,20.48,0.96,0,3.52,0.32,0.96,0.96,7.68,4.16,0.32,0.64,2.88,1.28,1.6,19.2,0,0.32,3.84,5.44,0,0,3.84,0.64,0.96,0.64
22Month,1.09,2.19,1.64,5.47,0,0,0.55,0,0.55,0.55,5.47,188.05,0,51.93,2.19,1.09,6.56,0,1.09,2.73,13.12,1.09,1.64,5.47,1.09,0.55,0,46.47,0.55,0.55,1.09,30.07,1.09,0,2.19,0,0,1.09
