stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,0,0,0,0,8.17,151.2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,2.14,0,4.28,2.14,2.14,0,0,0,0,0,0,0,0,2.14,8.56,0,10.7,0,0,0,0,225.73,52.42,0,0,12.84,0,0,13.91,0,0,0,0,0,0
21Day,2.68,4.02,0,10.71,0,1.34,2.68,0,0,0,1.34,0,1.34,1.34,0,1.34,0,12.05,0,0,0,0,53.54,14.72,0,0,4.02,1.34,1.34,2.68,0,1.34,2.68,0,0,0
3Month,0,6.4,0.32,13.76,0.32,0,0.64,0.96,1.28,0,23.04,5.44,0,2.88,1.6,3.52,3.84,14.4,2.24,0.32,1.6,1.28,2.24,0.64,8.64,2.56,1.6,1.28,26.24,0,0,0,0,2.88,11.52,3.2
22Month,0.55,4.92,0.55,7.65,0,0,0,0.55,1.09,14.76,38.81,1.09,0,2.19,0.55,2.19,4.92,5.47,0.55,1.09,0.55,0,1.64,0,2.73,3.28,0,0,1.64,3.83,4.37,0,0,0,0,0.55
