stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,44.95,0,0,0,0,0,0,0,36.78,0,0,0,0,20.43,404.55,4.09,8.17,0,0,0,0,12.26,36.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,31.02,3.21,0,0,0,0,0,0,0,0,0,0,0,9.63,552.01,0,6.42,0,0,0,0,38.51,17.12,0,0,0,8.56,0,0,0,1.07,0,0,14.98,0,0,0
21Day,4.02,0,9.37,190.07,8.03,0,0,0,0,0,0,0,1.34,0,0,20.08,1.34,266.37,0,10.71,0,0,0,1.34,14.72,4.02,0,0,0,5.35,6.69,0,0,1.34,0,1.34,29.45,0,0,0
3Month,1.28,3.52,102.38,476.08,0,7.36,0.32,0.32,140.14,10.56,0.32,0,56.63,17.6,0.32,1926.41,3.52,13.76,7.36,12.48,3.52,0,6.72,4.48,2.88,0.64,2.24,1.28,0,0.32,12.16,0.32,14.4,0.64,0,0,6.08,5.76,11.52,10.88
22Month,0.55,3.83,84.73,112.06,0,1.09,0,0.55,98.94,7.65,8.75,0,75.44,3.83,1.64,2315.08,1.09,2.73,3.83,6.56,0,3.83,2.73,0,1.64,0,6.56,1.64,1.09,0,2.19,0,3.83,0.55,1.64,0,3.83,0,0,3.28
