stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,36.78,4.09,0,0,0,0,0,0,110.33,0,0,0,0,4.09,32.69,12.26,12.26,0,0,0,0,0,126.68,0,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,4.28,0,0,34.23,21.4,0,0,0,0,0,0,0,0,0,0,0,21.4,14.98,3.21,13.91,0,0,0,1.07,27.81,16.05,0,1.07,0,247.12,0,0,6.42,0,0,0,0,0,0
21Day,2.68,0,0,70.94,6.69,5.35,0,0,6.69,0,0,0,0,0,1.34,1.34,5.35,25.43,2.68,28.11,0,0,14.72,0,12.05,10.71,0,1.34,0,57.56,0,9.37,6.69,0,2.68,2.68,0,0,1.34
3Month,0.64,0.64,7.36,220.45,3.2,0,0.64,0,272.92,3.2,0,0,18.24,4.16,0,10.88,20.8,6.72,26.88,8.64,2.56,0.32,5.76,10.56,5.12,0.64,1.92,0.32,0,37.75,1.92,100.14,0.32,0,0,0,1.92,14.08,4.48
22Month,1.09,3.28,71.61,148.14,0.55,0,0.55,0.55,370.63,6.01,21.87,0,83.09,2.73,0,45.92,6.56,2.19,24.6,12.03,0,3.83,9.84,2.73,2.19,1.09,6.56,1.64,19.13,27.33,0.55,76.53,1.64,1.09,0,0,0.55,0,1.64
