stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,4.09,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,130.76,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,1.07,4.28,10.7,0,0,0,0,0,0,1.07,2.14,1.07,2.14,0,0,0,6.42,20.33,1.07,5.35,1.07,0,0,11.77,0,0,0
21Day,1.34,0,0,4.02,1.34,0,0,0,0,0,1.34,0,1.34,2.68,0,0,0,0,0,1.34,10.71,0,1.34,0,0,0,10.71,0,0,0
3Month,0.32,1.6,1.28,45.43,1.6,0,0.32,3.2,0,13.44,2.56,4.16,10.88,4.8,2.88,2.56,0.32,1.6,2.88,3.84,1.28,1.6,0,0.64,1.6,11.52,0.96,1.28,569.83,2.24
22Month,0,0,0,10.39,0,0,0,0.55,0.55,8.75,0,0,1.09,0,0,0.55,0,0.55,0,0,0,0,0.55,0,0,9.29,0,0,2.73,0
