stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,1.07,0,0,0,2.14,0,0,11.77,2.14,0,0,0,2.14,1.07,0,3.21,1.07,0,0,0,0,0
21Day,1.34,0,0,34.8,2.68,1.34,2.68,0,0,0,21.42,0,1.34,6.69,1.34,22.76,0,9.37,0,1.34,0,0,13.39,10.71,0,1.34,0,4.02,5.35,0,8.03,2.68,5.35,0,0,0,1.34
3Month,0.32,0.64,1.28,60.79,0,0,0,29.44,4.16,0.32,35.83,2.88,0,45.75,1.92,13.44,2.24,1.28,0.64,0,0.64,0.32,0.64,0,0.64,0.96,0,0,2.56,38.07,0,0,0,0.64,1.28,9.6,1.6
22Month,0,1.64,1.09,10.39,0,0,0.55,9.29,7.11,1.09,34.99,1.09,0.55,8.75,0,1.09,2.19,4.92,0,0.55,1.09,0,1.64,0,0.55,1.64,0.55,0,0,3.83,3.28,1.64,0,0,0,0,3.28
