stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,0,0,14.98,0,0,0,0,0,0,0,0,0,0,0,2.14,0,0,0,0,0,0,1.07,3.21,0,0,0,0,0,0,1.07,0,0,0,0
21Day,0,0,0,5.35,0,18.74,0,1.34,0,0,0,0,0,0,0,0,0,2.68,0,0,0,0,0,0,1.34,2.68,0,0,0,1.34,4.02,1.34,0,0,0,0,0
3Month,0.32,0.96,0.96,8.64,0,0,4.16,0,0.32,3.84,1.6,0,37.11,2.88,0,19.52,0.96,3.84,1.6,1.6,0.32,0,1.28,1.28,0.32,0,0.64,0,0,0,1.28,26.24,0.32,0,0.64,37.75,4.48
22Month,0,2.73,3.28,3.28,0.55,0,6.01,0.55,0,1.09,6.56,2.73,860.43,2.19,1.09,43.19,0,1.09,6.01,7.11,0.55,32.8,2.19,0,0,0,2.19,3.28,1.64,0,0.55,10.39,1.09,1.64,0,0,3.28
