stage,Cardiomyocyte,Epithelial_cell,Keratinocyte,Mesenchymal_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell
24hpf,4.09,8.17,0,12.26,0,4.09,61.3
72hpf,0,2.14,3.21,0,1.07,2.14,2.14
21Day,0,2.68,1.34,1.34,0,0,1.34
