stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,2.14,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,10.71,1.34,0,22.76,9.37,0,1.34,0,0,5.35,0,6.69,0,9.37,2.68,0,10.71,5.35,24.09,0,0,1.34,0,32.12,14.72,0,0,14.72,1713.32,0,0,5.35,1.34,6.69,4.02,0,0,4.02
3Month,0.96,9.6,6.72,56.31,0,1.28,0.32,0.32,21.12,20.16,0,101.74,27.52,0.64,39.35,8.32,22.72,18.88,22.4,5.76,0.96,18.56,2.56,2.56,1.28,5.12,2.56,2.24,9752.05,23.36,23.36,0.64,0,0,0,5.76,32.95,16.32
22Month,0,3.83,1.09,2.73,0,0.55,0,0,1.09,2.73,1.09,32.8,1.09,1.09,6.01,0.55,0.55,2.19,4.37,0,0.55,1.09,0,0,0,1.09,1.64,0,2594.97,0,1.64,0.55,0,0,0,1.09,0,1.64
