stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,36.78,4.09,0,0,0,0,24.52,49.04,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,3.21,2.14,0,2.14,2.14,0,0,0,0,0,0,1.07,0,2.14,6.42,8.56,6.42,0,0,1.07,0,338.05,28.88,0,0,0,12.84,0,1.07,1.07,0,0,0,0,0,0
21Day,2.68,0,0,20.08,5.35,0,1.34,1.34,0,0,0,8.03,0,1.34,8.03,25.43,13.39,0,0,4.02,2.68,277.08,9.37,0,12.05,0,8.03,8.03,10.71,4.02,4.02,4.02,1.34,0,0,2.68
3Month,0,1.92,0.96,22.08,0,0,7.04,3.52,0,16.64,3.2,0.96,18.56,0.32,4.16,15.04,6.4,1.92,0.32,2.24,7.04,7.68,0.32,1.6,3.52,0,0,1.6,17.28,0.32,0,0,0,0.96,3.52,6.4
22Month,0,6.01,1.64,22.96,0,0.55,7.65,15.85,467.94,61.23,4.37,2.73,50.29,0.55,4.37,41,12.57,0.55,1.64,1.09,2.19,12.03,0.55,5.47,27.33,1.09,0.55,1.09,31.16,1.09,0,0,0,1.09,0,7.65
