stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,4.09,24.52,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,4.28,0,0,0,0,0,0,0,0,0,0,0,5.35,0,3.21,0,49.21,2.14,0,0,0,2.14,0,0,3.21,0,0,0,0
21Day,5.35,0,0,5.35,4.02,2.68,4.02,0,0,0,0,80.31,4.02,0,6.69,2.68,9.37,0,14.72,0,18.74,8.03,0,0,0,4.02,4.02,1.34,0,0,0,0,4.02
3Month,0,0.96,0.96,28.16,0,0.32,92.47,3.2,0,10.56,14.08,0.96,5.44,1.28,4.16,6.72,13.44,0.64,160.93,0.32,4.48,0.64,9.6,1.92,0,0,1.6,20.16,0,0,1.92,2.88,1.92
22Month,0,1.64,0.55,10.93,0,0,27.88,1.09,7.65,15.31,3.28,1.09,6.01,0,1.09,2.73,4.92,0,83.09,0,0.55,0,2.73,5.47,0.55,0,1.09,33.35,0.55,0.55,0.55,0,0.55
