stage,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Smooth_muscle_cell,T_cell
24hpf,0,12.26,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,4.09,8.17,0,0,0,0,0,0,0
72hpf,0,3.21,0,0,0,0,0,0,0,0,0,22.47,0,0,0,0,0,1.07,2.14,0,0,1.07,0,0,0,0
21Day,0,30.79,1.34,0,0,0,0,0,1.34,0,0,24.09,0,0,0,0,0,2.68,1.34,0,0,0,0,0,0,1.34
3Month,0.32,122.22,0,0.32,0.32,2.24,4.16,2.88,0.32,3.52,1.28,60.47,1.6,0.96,0.64,0,0.32,0.32,0,0,0.32,0,2.56,1.92,0.96,0.64
22Month,0,43.19,0,0,2.19,0.55,4.37,0,0,1.64,1.09,20.77,1.09,1.09,0,0.55,0,0,0,1.09,0.55,0,0,5.47,0,1.64
