stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,20.43,0,0,0,0,0,0,0,0,0,4.09,0,4.09,8.17,0,57.21,0,0,0,0,24.52,662,0,0,24.52,0,0,0,0,0,4.09,0,0,0
72hpf,2.14,2.14,0,12.84,0,3.21,0,0,0,0,0,0,0,1.07,0,1.07,16.05,0,24.61,0,0,0,0,139.07,130.51,0,0,14.98,1.07,0,7.49,0,0,1.07,0,0,0
21Day,5.35,0,0,13.39,0,9.37,0,0,0,0,0,1.34,0,1.34,1.34,1.34,2.68,4.02,21.42,0,0,1.34,0,46.85,36.14,1.34,0,2.68,2.68,0,2.68,1.34,2.68,1.34,0,0,1.34
3Month,0.32,1.92,0,31.36,0.32,0,0.64,0.32,2.56,0.96,0,11.52,2.56,0.64,9.6,2.24,8.64,2.24,11.2,0.96,0.32,1.28,2.56,4.48,0.96,3.52,4.48,0.96,0.64,186.85,0.32,0,0,0.64,4.48,36.79,1.92
22Month,0.55,6.56,1.09,16.4,0,0,0,0,3.83,0.55,4.37,43.73,1.64,0.55,15.31,0.55,1.09,3.83,13.67,0.55,0.55,1.09,0.55,1.64,1.64,3.83,7.65,1.64,0.55,21.87,1.09,2.73,0,0,0,0,0.55
