stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,0,2.14,0,0,0,0,7.49,2.14,0,0,0,0,0,0,1.07,0,0,0,0,0,0
21Day,1.34,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,0,0,2.68,0,0,0,0,0,8.03,0,0,1.34,0,0,1.34,1.34
3Month,0.96,3.2,3.2,45.11,1.28,0.32,0.32,7.04,13.44,12.8,56.63,17.28,1.92,29.12,5.44,18.88,13.76,20.8,3.84,0.32,4.48,10.56,3.52,1.28,3.2,2.24,0,0.96,19.52,3518.48,4.8,0.32,0,0,11.84,750.6,13.12
22Month,0,1.09,1.09,4.92,0,0,0,0,3.83,5.47,38.81,1.64,0,5.47,0,0,1.64,2.73,0.55,0.55,1.64,0,0,0,1.09,0,3.28,0.55,1.09,585.47,1.64,0,0,0,0.55,3.28,1.64
