stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,8.17,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,65.38,0,0,0,0,40.86,343.26,0,0,0,12.26,0,0,0,0,0,0,0,0
72hpf,6.42,8.56,0,12.84,1.07,2.14,0,0,0,0,0,0,0,0,0,0,17.12,9.63,0,34.23,0,1.07,1.07,0,100.56,96.28,1.07,0,0,26.74,1.07,0,8.56,0,1.07,0,0,0
21Day,12.05,6.69,0,32.12,0,5.35,0,4.02,0,0,0,0,4.02,0,1.34,2.68,1.34,4.02,1.34,88.34,0,1.34,4.02,0,38.82,61.57,2.68,2.68,0,24.09,4.02,4.02,13.39,2.68,2.68,0,0,0
3Month,0,1.6,0,12.48,0,0,0,0.32,0.32,0.64,1.6,0,27.2,0.32,0,5.12,1.6,4.8,0.64,7.36,0.96,0,0.64,0.32,0,0.32,1.92,0.32,0,0.64,0.96,21.44,0.32,0,0.64,2.24,0.96,0.96
22Month,0,2.19,0.55,3.28,0,0,0.55,0,0,0.55,0,3.28,30.07,0,0.55,1.64,0,0.55,0,6.01,0,0,0.55,0,0,0,0,1.09,0.55,0.55,0,3.28,1.64,0,0,0,0,0
