stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,24.52,4.09,0,0,16.35,57.21,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,3.21,0,2.14,1.07,0,1.07,0,0,0,0,0,1.07,0,1.07,3.21,0,12.84,0,0,50.28,53.49,0,1.07,10.7,0,0,2.14,2.14,1.07,3.21,0,0
21Day,0,4.02,0,16.06,0,21.42,5.35,0,0,0,0,0,4.02,2.68,1.34,5.35,5.35,18.74,0,0,26.77,46.85,0,2.68,12.05,2.68,0,6.69,2.68,6.69,10.71,0,1.34
3Month,0,1.28,0.32,4.8,0,0,0,0.32,5.12,0,4.8,4.8,0.64,0.32,0.32,0.64,1.92,0.96,0,0.96,1.28,0,1.92,0.32,0,0.64,3.52,0.64,0,0,0.64,0.32,2.56
22Month,0,7.65,0,7.65,0,0,0,0,15.31,12.03,10.39,3.83,0.55,0.55,0,1.09,2.19,0.55,0.55,0.55,1.09,0.55,3.28,0,0,0,1.09,2.19,0,0,0,0,1.64
