stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28.6,4.09,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,4.09,12.26,0,0,0,0,12.26,269.7,0,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,0,0,0,11.77,0,136.93,0,0,0,0,0,0,0,0,4.28,0,13.91,21.4,1.07,5.35,0,0,0,0,9.63,19.26,0,0,0,6.42,0,0,2.14,0,0,0,0,0
21Day,8.03,1.34,10.71,92.36,1.34,54.88,0,2.68,0,1.34,2.68,5.35,0,1.34,132.51,56.22,16.06,169.99,20.08,26.77,0,0,5.35,0,28.11,14.72,0,1.34,0,21.42,14.72,1.34,1.34,0,1.34,0,0,108.42
3Month,1.92,18.24,19.84,271,0,0,6.4,2.56,0.96,199.01,18.56,0.32,177.25,40.31,13.44,462.01,13.12,47.67,100.78,63.35,11.84,0.32,20.16,7.68,4.48,0.64,7.68,2.24,0,1.92,10.88,67.51,0.32,0,0.32,23.36,53.75,434.49
22Month,2.19,66.69,45.37,250.37,1.64,0,21.32,2.73,0.55,134.48,39.91,127.92,1052.31,42.09,13.12,590.39,7.65,62.87,149.24,237.79,6.01,26.24,28.43,0.55,4.37,0,9.84,6.56,2.73,8.2,5.47,90.74,1.09,2.73,0,21.32,0,330.73
