stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,8.17,0,0,0,0,0,32.69,0,0,0,0,0,4.09,0,57.21,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,12.84,3.21,1.07,0,0,0,0,0,0,0,0,7.49,68.47,0,2.14,0,2.14,0,1.07,18.19,8.56,1.07,0,0,2.14,0,0,5.35,0,3.21,0,0,0,0
21Day,5.35,0,1.34,87,1.34,1.34,0,0,0,0,1.34,0,1.34,5.35,1.34,32.12,5.35,6.69,0,1.34,6.69,0,4.02,5.35,0,1.34,0,1.34,1.34,1.34,4.02,4.02,10.71,0,0,0,1.34
3Month,0,0.64,1.92,61.43,0,0,8.64,0.96,0,0,39.99,2.24,0,23.68,2.56,18.24,2.24,2.88,0.32,0,25.6,3.52,0,0,0.64,0,0,0,0.96,10.56,0,0,0,0.32,1.28,10.24,0.96
22Month,0.55,1.09,2.73,22.96,0.55,0,2.73,4.37,2.73,0,133.93,1.09,0,33.35,0.55,8.75,3.28,4.37,0,6.01,12.57,0.55,0.55,1.09,1.09,0,0.55,0,1.09,3.28,0,0,0,0,0,0,3.83
