stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,4.09,0,0,0,0,4.09,77.64,0,0,0,4.09,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,4.28,0,3.21,0,0,0,0,0,0,0,0,0,0,2.14,4.28,1.07,4.28,0,0,0,0,24.61,8.56,0,1.07,0,5.35,0,0,1.07,2.14,0,0,0
21Day,1.34,1.34,1.34,5.35,0,8.03,0,2.68,0,0,1.34,0,0,0,0,4.02,0,0,2.68,5.35,0,0,4.02,0,6.69,5.35,1.34,2.68,0,5.35,1.34,0,0,2.68,0,0,0
3Month,0.64,0.64,2.88,20.8,0.32,0,0.64,0.96,0.32,8.96,3.84,0,15.04,6.72,0.64,41.91,0.64,7.68,6.4,8.32,2.24,0,5.44,1.28,1.6,0.96,4.16,1.6,0,0.64,0.32,12.8,0.32,0,0.32,2.88,3.52
22Month,1.64,1.64,4.37,7.65,0,0,0.55,0,0,8.2,6.56,2.73,44.28,0,1.64,49.75,0,1.64,13.67,10.39,0,0.55,4.92,0,0.55,0,2.73,5.47,0.55,0.55,0,1.64,0,0,0,0,1.64
