stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,44.95,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,3.21,5.35,0,14.98,1.07,0,0,0,0,0,0,0,0,3.21,6.42,5.35,5.35,0,0,1.07,0,10.7,18.19,0,0,0,18.19,0,0,4.28,0,3.21,0,0,0
21Day,8.03,2.68,0,37.48,0,0,0,0,0,2.68,0,4.02,0,0,21.42,16.06,20.08,0,0,5.35,0,2.68,4.02,0,0,0,21.42,1.34,0,2.68,1.34,1.34,0,0,4.02
3Month,0,8,0.96,46.07,0,0.32,5.12,1.28,0,38.71,1.6,0.32,14.72,2.24,16.32,7.04,10.24,4.16,0,2.24,2.24,1.28,0.32,0,0.96,0,0.96,1.28,5.44,0.32,0.32,0.32,26.88,1.28,3.2
22Month,0,22.96,0,21.32,0,0.55,4.37,3.28,27.33,182.04,0,1.09,23.51,1.64,10.39,17.49,16.95,1.09,1.09,1.64,1.64,0,1.09,1.09,0,0.55,0,0,0,3.28,0,0.55,5.47,0,0.55
