stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,8.17,0,4.09,0,0,0,0,4.09,32.69,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42,0,3.21,0,0,1.07,0,34.23,10.7,0,0,2.14,0,0,1.07,1.07,0,0,0,0
21Day,0,0,0,8.03,0,1.34,0,1.34,0,1.34,0,0,0,0,0,2.68,1.34,8.03,2.68,8.03,0,0,0,0,10.71,5.35,0,0,2.68,1.34,0,0,0,0,0,0,0
3Month,0.64,5.76,0.32,32.95,0.32,0,0,0,6.08,6.08,0,0,24.64,8.64,0.32,12.48,2.56,9.92,6.4,8.32,1.6,0,3.2,1.6,2.24,0.64,3.2,0.96,0.96,0.64,11.84,0.32,0,0.32,3.2,6.4,8.32
22Month,0,1.64,0.55,9.29,0,0,0.55,0,2.19,6.01,6.01,0,69.97,2.73,0,19.13,1.64,3.83,5.47,11.48,0,1.64,0,0.55,0,0,0,0.55,0.55,0,3.83,0,0,0,0.55,0,2.73
