stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,16.35,0,69.47,0,0,0,0,0,0,8.17,0,0,0,0,4.09,12.26,28.6,192.06,0,0,0,0,61.3,1450.67,4.09,0,0,16.35,0,0,0,4.09,0,0,0
72hpf,20.33,6.42,0,21.4,1.07,0,4.28,0,1.07,0,0,1.07,0,0,0,16.05,24.61,0,49.21,0,0,0,0,106.98,162.61,1.07,1.07,0,33.16,5.35,2.14,31.02,3.21,0,0,0
21Day,25.43,1.34,1.34,36.14,8.03,0,9.37,0,4.02,0,0,2.68,0,20.08,1.34,1.34,6.69,1.34,53.54,0,0,6.69,0,21.42,38.82,0,1.34,0,13.39,4.02,17.4,8.03,1.34,1.34,0,4.02
3Month,1.6,4.8,2.24,65.59,0,1.92,9.6,5.76,13.44,0,0,39.35,5.12,9.28,24.32,6.72,9.28,14.08,19.84,2.88,0,2.56,3.84,3.84,3.2,3.52,2.88,0,0,5.12,694.61,0.32,1.28,5.12,71.99,6.08
22Month,0,1.09,2.73,15.85,0,0.55,4.92,2.19,13.67,2.19,0,76.53,1.64,20.23,22.41,0,0.55,15.85,9.84,0,1.64,1.09,0,1.09,1.09,2.19,1.64,18.59,0.55,1.09,236.15,0.55,0,0,0,1.09
