stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
21Day,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Month,0,0,0,1.6,0,0,0,0,0.32,0,0,2.88,0,0,1.6,0,0.96,0.32,1.6,0,0,0,2.24,0.32,0,0,0,0,0,0,4.48,0,0,0,0,0.64,0.32,0.32
22Month,750.01,431.31,267.31,488.71,47.01,734.7,16.4,10.93,164.54,396.87,217.02,3761249.13,221.94,70.52,637.95,77.62,95.12,329.09,598.04,14.76,2815.27,768.6,11.48,161.26,12.57,69.43,375.01,5086.62,19.13,277.7,69.97,47.01,3298.51,66.15,1.64,25.69,0.55,107.69
