stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,24.52,0,0,0,0,0,0,0,0,0,0,0,4.09,0,16.35,0,0,0,0,4.09,32.69,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,2.14,0,7.49,0,1.07,0,0,0,0,0,0,0,0,4.28,25.67,0,5.35,0,0,0,0,36.37,9.63,0,0,0,5.35,0,0,0,1.07,0,0,0
21Day,8.03,0,0,61.57,1.34,1.34,0,0,0,0,0,0,0,1.34,6.69,18.74,1.34,16.06,0,0,1.34,0,16.06,4.02,0,2.68,0,8.03,2.68,0,2.68,0,0,0,0
3Month,0.32,7.04,0.32,72.95,0.64,0,0.32,0.96,2.56,0,18.88,2.24,0,8.96,11.52,8.32,0.96,9.6,0.96,0,4.48,0.64,0.32,0,2.24,0.64,0,0,0.64,2.56,0.32,0.64,2.24,2.88,1.28
22Month,0.55,14.21,0.55,36.08,0.55,0,0,2.73,1.09,3.83,82.54,1.64,2.19,21.87,4.37,3.28,2.73,10.39,0,3.28,4.92,0.55,0.55,0,1.09,2.19,0.55,0,0,0.55,7.65,0,0,0,0
