stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,32.69,0,0,0,0,0,0,4.09,433.16,4.09,0,0,0,0,0,24.52,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,0,0,0,0,0,7.49,0,0,0,26.74,0,0,0,1.07,0,0,0,0,0,2.14,3.21,0,0,0,0,0,0,0,0,0,0,1.07
21Day,6.69,0,0,26.77,44.17,0,0,0,6.69,0,2.68,1.34,208.81,1.34,4.02,9.37,131.18,24.09,0,0,1.34,0,28.11,8.03,0,4.02,9.37,16.06,0,0,1.34,2.68,1.34,0,768.32
3Month,0.32,3.2,0.64,7.36,0,2.24,0,3.2,7.68,0,21.44,8.64,1.28,6.08,1.28,5.12,5.44,13.12,0.96,0,1.6,2.56,1.28,0.32,0.64,2.56,0.32,3.52,8.32,0,0,0,0.96,8.96,754.44
22Month,0,7.11,0.55,8.75,0,1.09,0.55,2.19,10.93,1.64,25.69,4.92,3.83,3.28,0.55,0,21.32,18.04,0.55,6.01,1.64,0,2.73,0,1.64,0.55,0,5.47,1.64,1.64,0,0,1.09,0,690.42
