stage,Endothelial_cell,Enterocyte,Epithelial_cell,Goblet_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Macrophage,Muscle_cell,Neural_cell,Neurosecretory_cell,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Spermatocyte,T_cell
3Month,0,0.32,1.6,0.32,1.28,1.6,0.64,0.32,0.32,0.32,0.32,0.32,15.68,0,12.16,0.64
22Month,0.55,0,0.55,0,15.31,0,1.64,0.55,0,0,0,0,6.56,0.55,0,0
