stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,2.14,0,5.35,0,0,0,0,0,0,0,0,0,2.14,5.35,0,5.35,0,0,0,0,472.85,7.49,0,0,1.07,1.07,0,2.14,0,3.21,0,0,0,0
21Day,5.35,0,1.34,12.05,0,6.69,0,0,0,0,0,0,0,4.02,2.68,1.34,5.35,2.68,8.03,0,0,0,0,389.51,2.68,1.34,0,5.35,2.68,4.02,4.02,2.68,2.68,1.34,0,0,1.34
3Month,0,0,0.32,7.04,0.32,0,0,0.32,0.96,1.28,0,21.12,3.2,0,4.16,0.32,2.56,1.92,4.16,0.64,0,0.96,0.64,3.84,0.32,1.92,0.32,0,0.64,24,0,0,0,0.32,0.32,26.88,2.56
22Month,0,5.47,0.55,8.75,0,0,0.55,0.55,0.55,10.93,0.55,78.17,4.92,1.64,10.39,0.55,2.19,6.56,8.2,0,1.64,1.09,0,13.67,0,4.37,0,0.55,0,29.52,3.28,1.09,0,0,0,0,2.19
