stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,36.78,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,2.14,0,1.07,0,0,0,0,0,0,0,0,0,0,4.28,0,0,4.28,0,0,0,0,12.84,10.7,0,0,6.42,0,0,2.14,0,0,0,0,0
21Day,5.35,0,1.34,1.34,0,0,0,0,0,0,1.34,0,0,18.74,1.34,1.34,1.34,12.05,0,0,1.34,8.03,5.35,8.03,0,2.68,4.02,0,0,1.34,1.34,10.71,0,0,0
3Month,0.96,2.24,36.79,26.56,0.32,6.4,0.32,47.03,7.68,0,40.31,10.56,0.64,1351.15,2.24,5.76,5.44,10.88,1.92,0,0.96,107.82,1.28,0,1.6,1.28,0.64,8.96,11.52,0,0,1.6,2.24,23.36,10.24
22Month,0,2.19,30.61,13.12,0,3.83,0.55,34.44,6.56,4.37,765.32,2.19,1.09,757.66,1.09,0.55,3.83,6.56,0,10.93,3.83,17.49,0.55,0,3.28,0,0,3.83,4.37,1.64,1.09,0,0.55,0,3.28
