stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,16.35,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,1.07,1.07,5.35,0,2.14,0,0,0,0,0,1.07,0,1.07,25.67,1.07,4.28,0,2.14,0,1.07,19.26,39.58,0,1.07,0,6.42,0,0,4.28,0,2.14,0,0,0
21Day,10.71,0,2.68,85.67,0,49.53,0,20.08,0,1.34,0,24.09,1.34,9.37,1.34,1.34,42.83,4.02,29.45,0,0,1.34,1.34,16.06,33.46,0,0,0,12.05,9.37,0,8.03,5.35,18.74,0,0,4.02
3Month,0.32,0,0.64,35.51,0.32,0,1.28,0.64,2.24,2.56,0.96,64.63,0.96,1.28,16,2.24,9.28,3.2,6.4,4.48,0,2.24,14.4,1.28,0,0.96,0,0,0,1.6,4.8,0.64,0,0,0.64,0.32,16.64
22Month,0.55,1.09,0.55,13.67,0.55,0,1.64,1.64,1.09,3.83,3.28,185.86,3.83,7.65,5.47,1.09,2.73,6.01,4.92,0.55,1.64,0,1.64,0.55,0.55,1.64,1.09,0.55,0,0,1.09,0,1.09,0,0,0,9.84
