stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,4.09,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,24.52,0,0,0,0,8.17,441.33,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,1.07,0,6.42,0,0,0,0,0,0,0,0,1.07,6.42,1.07,5.35,0,1.07,0,1.07,10.7,33.16,0,0,6.42,0,0,1.07,0,0,0,0,0
21Day,44.17,0,0,46.85,4.02,0,0,0,0,0,0,52.2,0,1.34,0,0,22.76,1.34,10.71,0,0,0,0,22.76,1.34,0,0,85.67,2.68,1.34,4.02,0,2.68,0,0,1.34
3Month,0,1.6,0.32,18.56,0,0.32,0,2.56,1.6,42.23,0,5.76,1.28,0.32,3.52,0.32,2.88,2.88,30.4,0.64,0,1.6,0.64,0.32,0,0.64,0,16.32,0.64,58.55,0,0.32,0,1.92,12.16,1.28
22Month,0,0.55,0.55,0.55,0,0,0,1.64,1.64,19.68,0,12.57,0,0,1.09,0.55,0.55,1.64,1.64,0,0,1.09,0,0,2.73,0,2.19,0,0,7.11,0,0,0,0.55,0,0
