stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,61.3,40.86,0,208.41,4.09,8.17,0,0,0,0,4.09,0,12.26,8.17,0,0,0,40.86,183.89,286.05,416.81,0,0,0,4.09,147.11,3620.55,4.09,0,0,73.56,0,0,0,0,0,0,4.09,0,0,0
72hpf,93.07,12.84,0,113.4,17.12,35.3,0,11.77,0,0,5.35,0,0,0,0,6.42,1.07,77.02,218.24,24.61,221.45,0,11.77,4.28,7.49,2060.42,1508.41,1.07,5.35,0,174.38,3.21,0,1.07,87.72,9.63,5.35,12.84,0,0,0
21Day,103.07,8.03,4.02,509.98,13.39,95.04,0,57.56,0,4.02,14.72,0,0,16.06,44.17,133.85,12.05,32.12,219.52,58.9,382.82,0,1.34,28.11,1.34,526.04,392.19,5.35,13.39,0,143.22,36.14,0,16.06,68.27,16.06,8.03,14.72,0,0,74.96
3Month,5.44,23.68,12.48,485.04,1.6,0,6.4,8,1.92,43.19,84.15,0.32,0,907.7,395.14,20.8,124.46,54.07,218.85,133.1,170.85,28.48,0.32,31.04,42.23,19.52,10.24,20.16,12.8,0,4.48,20.8,0.96,944.49,9.6,0,0,1.92,35.51,82.87,122.54
22Month,4.37,51.93,10.93,265.67,2.19,0,6.56,13.12,1.64,33.89,265.13,53.03,0,1023.34,286.99,42.09,208.82,29.52,95.12,334.01,276.06,16.4,20.23,19.13,1.64,25.15,3.28,24.6,29.52,3.83,4.37,4.37,0.55,174.38,41.55,8.2,0,1.64,13.12,0,111.52
