stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,1.07,0,0,0,1.07,0,0,0,13.91,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,5.35,0,1.34,6.69,9.37,0,2.68,0,10.71,0,0,1.34,92.36,0,0,0,125.82,6.69,0,0,0,0,9.37,1.34,0,0,0,4.02,8.03,0,0,1.34,0,2.68,1.34,0,0,100.39
3Month,0,4.48,0.64,20.16,0,5.44,0.32,2.24,121.26,0,19.84,145.58,5.44,10.88,2.24,8,490.16,13.44,2.88,0,1.28,4.16,1.28,0.96,0.64,1.28,0,0.96,5.12,0.32,6.72,0,0,0,0,4.8,4.8,737.8
22Month,0.55,3.28,0.55,4.92,0,2.73,0.55,2.73,289.18,2.19,24.6,72.16,7.11,2.19,0.55,0,558.68,7.65,0,1.64,0,0,1.09,0.55,1.09,2.73,1.09,0.55,3.83,0,0,0,1.09,0,0,1.09,0,394.68
