stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,36.78,20.43,0,228.84,0,0,0,0,0,0,768.24,0,0,0,0,4.09,0,8.17,138.94,0,0,0,0,237.01,854.06,102.16,0,8.17,0,0,0,0,0,4.09,0,0,0
72hpf,98.42,43.86,0,135.86,101.63,121.96,0,0,0,0,1.07,0,0,5.35,0,17.12,238.56,11.77,296.33,0,3.21,10.7,2.14,12568.98,1060.16,191.49,6.42,151.91,2.14,1.07,99.49,19.26,8.56,14.98,0,0,0
21Day,33.46,2.68,2.68,103.07,37.48,54.88,6.69,1.34,5.35,0,0,8.03,1.34,17.4,6.69,2.68,74.96,25.43,58.9,0,1.34,28.11,5.35,2567.31,267.71,93.7,2.68,16.06,52.2,1.34,24.09,21.42,13.39,6.69,1.34,0,14.72
3Month,0.64,8,0.32,24,6.4,0,0.32,1.92,1.92,0,0,6.72,4.48,0.32,2.88,0.64,15.68,2.24,3.52,0.64,0.32,1.6,0.32,18.88,5.12,164.45,0,0,1.6,5.76,1.6,0.96,0,0.32,1.28,8.96,2.24
22Month,1.09,2.19,1.09,2.19,8.2,0,0,1.09,1.64,1.64,0,21.87,0,0,4.37,0,10.93,1.64,2.19,0.55,0,2.19,0,29.52,1.64,213.2,2.19,0,1.64,2.19,8.75,1.09,0,0,1.09,0,0
